abaco_id,d_linha_h,nu,mu,omega,fyk,tipo_armadura,fonte,pagina,curva_id,ponto_id,digitizador,revisor,status_validacao,observacao
A-1,0.05,0.4,0.31,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,023,ManusAI,Especialista,validado,
A-1,0.05,0.4977,0.3094,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,024,ManusAI,Especialista,validado,
A-1,0.05,0.5955,0.3074,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,025,ManusAI,Especialista,validado,
A-1,0.05,0.6932,0.3042,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,026,ManusAI,Especialista,validado,
A-1,0.05,0.7909,0.2998,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,027,ManusAI,Especialista,validado,
A-1,0.05,0.8886,0.294,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,028,ManusAI,Especialista,validado,
A-1,0.05,0.9864,0.2869,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,029,ManusAI,Especialista,validado,
A-1,0.05,1.0841,0.2786,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,030,ManusAI,Especialista,validado,
A-1,0.05,1.1818,0.269,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,031,ManusAI,Especialista,validado,
A-1,0.05,1.2795,0.2581,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,032,ManusAI,Especialista,validado,
A-1,0.05,1.3773,0.246,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,033,ManusAI,Especialista,validado,
A-1,0.05,1.475,0.2325,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,034,ManusAI,Especialista,validado,
A-1,0.05,1.5727,0.2178,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,035,ManusAI,Especialista,validado,
A-1,0.05,1.6705,0.2018,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,036,ManusAI,Especialista,validado,
A-1,0.05,1.7682,0.1845,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,037,ManusAI,Especialista,validado,
A-1,0.05,1.8659,0.1659,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,038,ManusAI,Especialista,validado,
A-1,0.05,1.9636,0.146,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,039,ManusAI,Especialista,validado,
A-1,0.05,2.0614,0.1249,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,040,ManusAI,Especialista,validado,
A-1,0.05,2.1591,0.1025,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,041,ManusAI,Especialista,validado,
A-1,0.05,2.2568,0.0788,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,042,ManusAI,Especialista,validado,
A-1,0.05,2.3545,0.0538,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,043,ManusAI,Especialista,validado,
A-1,0.05,2.4523,0.0275,0.2,CA-50,simetrica_duas_faces,Venturini,1,A1_w020,044,ManusAI,Especialista,validado,
A-1,0.05,-1.6523,0.0324,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,002,ManusAI,Especialista,validado,
A-1,0.05,-1.5545,0.0633,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,003,ManusAI,Especialista,validado,
A-1,0.05,-1.4568,0.0928,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,004,ManusAI,Especialista,validado,
A-1,0.05,-1.3591,0.1207,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,005,ManusAI,Especialista,validado,
A-1,0.05,-1.2614,0.1471,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,006,ManusAI,Especialista,validado,
A-1,0.05,-1.1636,0.1719,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,007,ManusAI,Especialista,validado,
A-1,0.05,-1.0659,0.1953,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,008,ManusAI,Especialista,validado,
A-1,0.05,-0.9682,0.2172,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,009,ManusAI,Especialista,validado,
A-1,0.05,-0.8705,0.2376,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,010,ManusAI,Especialista,validado,
A-1,0.05,-0.7727,0.2564,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,011,ManusAI,Especialista,validado,
A-1,0.05,-0.675,0.2737,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,012,ManusAI,Especialista,validado,
A-1,0.05,-0.5773,0.2896,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,013,ManusAI,Especialista,validado,
A-1,0.05,-0.4795,0.3039,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,014,ManusAI,Especialista,validado,
A-1,0.05,-0.3818,0.3167,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,015,ManusAI,Especialista,validado,
A-1,0.05,-0.2841,0.328,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,016,ManusAI,Especialista,validado,
A-1,0.05,-0.1864,0.3379,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,017,ManusAI,Especialista,validado,
A-1,0.05,-0.0886,0.3461,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,018,ManusAI,Especialista,validado,
A-1,0.05,0.0091,0.3529,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,019,ManusAI,Especialista,validado,
A-1,0.05,0.1068,0.3582,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,020,ManusAI,Especialista,validado,
A-1,0.05,0.2045,0.362,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,021,ManusAI,Especialista,validado,
A-1,0.05,0.3023,0.3642,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,022,ManusAI,Especialista,validado,
A-1,0.05,0.4,0.365,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,023,ManusAI,Especialista,validado,
A-1,0.05,0.4977,0.3642,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,024,ManusAI,Especialista,validado,
A-1,0.05,0.5955,0.362,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,025,ManusAI,Especialista,validado,
A-1,0.05,0.6932,0.3582,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,026,ManusAI,Especialista,validado,
A-1,0.05,0.7909,0.3529,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,027,ManusAI,Especialista,validado,
A-1,0.05,0.8886,0.3461,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,028,ManusAI,Especialista,validado,
A-1,0.05,0.9864,0.3379,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,029,ManusAI,Especialista,validado,
A-1,0.05,1.0841,0.328,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,030,ManusAI,Especialista,validado,
A-1,0.05,1.1818,0.3167,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,031,ManusAI,Especialista,validado,
A-1,0.05,1.2795,0.3039,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,032,ManusAI,Especialista,validado,
A-1,0.05,1.3773,0.2896,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,033,ManusAI,Especialista,validado,
A-1,0.05,1.475,0.2738,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,034,ManusAI,Especialista,validado,
A-1,0.05,1.5727,0.2564,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,035,ManusAI,Especialista,validado,
A-1,0.05,1.6705,0.2376,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,036,ManusAI,Especialista,validado,
A-1,0.05,1.7682,0.2172,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,037,ManusAI,Especialista,validado,
A-1,0.05,1.8659,0.1953,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,038,ManusAI,Especialista,validado,
A-1,0.05,1.9636,0.1719,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,039,ManusAI,Especialista,validado,
A-1,0.05,2.0614,0.1471,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,040,ManusAI,Especialista,validado,
A-1,0.05,2.1591,0.1207,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,041,ManusAI,Especialista,validado,
A-1,0.05,2.2568,0.0928,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,042,ManusAI,Especialista,validado,
A-1,0.05,2.3545,0.0633,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,043,ManusAI,Especialista,validado,
A-1,0.05,2.4523,0.0324,0.3,CA-50,simetrica_duas_faces,Venturini,1,A1_w030,044,ManusAI,Especialista,validado,
A-1,0.05,-1.6523,0.0373,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,002,ManusAI,Especialista,validado,
A-1,0.05,-1.5545,0.0729,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,003,ManusAI,Especialista,validado,
A-1,0.05,-1.4568,0.1067,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,004,ManusAI,Especialista,validado,
A-1,0.05,-1.3591,0.1388,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,005,ManusAI,Especialista,validado,
A-1,0.05,-1.2614,0.1692,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,006,ManusAI,Especialista,validado,
A-1,0.05,-1.1636,0.1979,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,007,ManusAI,Especialista,validado,
A-1,0.05,-1.0659,0.2248,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,008,ManusAI,Especialista,validado,
A-1,0.05,-0.9682,0.2499,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,009,ManusAI,Especialista,validado,
A-1,0.05,-0.8705,0.2733,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,010,ManusAI,Especialista,validado,
A-1,0.05,-0.7727,0.295,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,011,ManusAI,Especialista,validado,
A-1,0.05,-0.675,0.315,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,012,ManusAI,Especialista,validado,
A-1,0.05,-0.5773,0.3332,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,013,ManusAI,Especialista,validado,
A-1,0.05,-0.4795,0.3497,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,014,ManusAI,Especialista,validado,
A-1,0.05,-0.3818,0.3645,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,015,ManusAI,Especialista,validado,
A-1,0.05,-0.2841,0.3775,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,016,ManusAI,Especialista,validado,
A-1,0.05,-0.1864,0.3888,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,017,ManusAI,Especialista,validado,
A-1,0.05,-0.0886,0.3983,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,018,ManusAI,Especialista,validado,
A-1,0.05,0.0091,0.4061,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,019,ManusAI,Especialista,validado,
A-1,0.05,0.1068,0.4122,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,020,ManusAI,Especialista,validado,
A-1,0.05,0.2045,0.4165,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,021,ManusAI,Especialista,validado,
A-1,0.05,0.3023,0.4191,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,022,ManusAI,Especialista,validado,
A-1,0.05,0.4,0.42,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,023,ManusAI,Especialista,validado,
A-1,0.05,0.4977,0.4191,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,024,ManusAI,Especialista,validado,
A-1,0.05,0.5955,0.4165,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,025,ManusAI,Especialista,validado,
A-1,0.05,0.6932,0.4122,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,026,ManusAI,Especialista,validado,
A-1,0.05,0.7909,0.4061,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,027,ManusAI,Especialista,validado,
A-1,0.05,0.8886,0.3983,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,028,ManusAI,Especialista,validado,
A-1,0.05,0.9864,0.3888,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,029,ManusAI,Especialista,validado,
A-1,0.05,1.0841,0.3775,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,030,ManusAI,Especialista,validado,
A-1,0.05,1.1818,0.3645,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,031,ManusAI,Especialista,validado,
A-1,0.05,1.2795,0.3497,0.4,CA-50,simetrica_duas_faces,Venturini,1,A1_w040,032,ManusAI,Especialista,validado,
